title,competation,time,country
Samsung Morning Stars vs Team GoSkilla,PG Nationals Winter 2019 Finals,"Sunday, Dec 1 2019, 17:00 UTC","LAN,"
G2 Esports vs MIBR,OGA PIT Minor 2019,"Friday, Dec 6 2019, 11:00 UTC","LAN,"
Spacestation Gaming vs NORA-Rengo,OGA PIT Minor 2019,"Friday, Dec 6 2019, 8:00 UTC","LAN,"
BDS Esport vs Team Liquid,OGA PIT Minor 2019,"Friday, Dec 6 2019, 14:00 UTC","LAN,"
DarkZero Esports vs Aerowolf,Pro League Season 10 Finals,"Sunday, Nov 10 2019, 1:00 UTC","LAN,"
Team Secret vs Luminosity Gaming,OGA PIT Minor 2019,"Friday, Dec 6 2019, 17:00 UTC","LAN,"
Mkers vs Cyberground Gaming,PG Nationals Winter 2019 Finals,"Sunday, Dec 1 2019, 15:00 UTC","LAN,"
Spacestation Gaming vs Luminosity Gaming,OGA PIT Minor 2019,"Saturday, Dec 7 2019, 14:00 UTC","LAN,"
Spacestation Gaming vs MIBR,OGA PIT Minor 2019,"Saturday, Dec 7 2019, 8:00 UTC","LAN,"
Team Liquid vs Luminosity Gaming,OGA PIT Minor 2019,"Saturday, Dec 7 2019, 11:00 UTC","LAN,"
MIBR vs Spacestation Gaming,OGA PIT Minor 2019,"Sunday, Dec 8 2019, 10:00 UTC","LAN,"
MIBR vs Team Liquid,OGA PIT Minor 2019,"Saturday, Dec 7 2019, 17:00 UTC","LAN,"
Team Liquid vs Spacestation Gaming,OGA PIT Minor 2019,"Sunday, Dec 8 2019, 13:00 UTC","LAN,"
Soniqs vs Tempo Storm,United States Nationals 2019 Finals,"Friday, Dec 13 2019, 18:00 UTC","LAN,"
Spacestation Gaming vs DarkZero Esports,United States Nationals 2019 Finals,"Friday, Dec 13 2019, 21:00 UTC","LAN,"
Trust Gaming vs Team FRAG,Benelux League Season 4 Finals,"Saturday, Dec 14 2019, 13:00 UTC","LAN,"
Team Reciprocity vs Luminosity Gaming,United States Nationals 2019 Finals,"Saturday, Dec 14 2019, 0:00 UTC","LAN,"
FACT Gaming vs Epsilon eSports,Benelux League Season 4 Finals,"Saturday, Dec 14 2019, 16:00 UTC","LAN,"
Trust Gaming vs Epsilon eSports,Benelux League Season 4 Finals,"Saturday, Dec 14 2019, 19:00 UTC","LAN,"
Team SoloMid vs Evil Geniuses,United States Nationals 2019 Finals,"Saturday, Dec 14 2019, 3:00 UTC","LAN,"
Soniqs vs Spacestation Gaming,United States Nationals 2019 Finals,"Saturday, Dec 14 2019, 22:30 UTC","LAN,"
Team Reciprocity vs Team SoloMid,United States Nationals 2019 Finals,"Sunday, Dec 15 2019, 1:30 UTC","LAN,"
G2 Esports vs Yunktis,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 18:00 UTC",Europe
IziDream vs OrgLess,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 18:00 UTC",Europe
Team Secret vs forZe,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
Chaos vs OrgLess,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
PENTA Sports vs Yunktis,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
G2 Esports vs Salamander,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
Team Vitality vs Mkers,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 18:00 UTC",Europe
Chaos vs Pats asleep,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 18:00 UTC",Europe
Team Vitality vs BDS Esport,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
Fearow vs Cruzeiro,Six Invitational 2020 Latin America Qualifiers,"Monday, Dec 16 2019, 22:00 UTC",Latin America
Patokalipsa vs MnM Gaming,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
Elevate vs N/A ORG,Six Invitational 2020 Latin America Qualifiers,"Monday, Dec 16 2019, 22:00 UTC",Latin America
Ex-GameWard vs Mkers,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
Black Dragons vs Ex-SuperNova Team,Six Invitational 2020 Latin America Qualifiers,"Monday, Dec 16 2019, 22:00 UTC",Latin America
MIBR vs Team oNe Esports,Six Invitational 2020 Latin America Qualifiers,"Monday, Dec 16 2019, 22:00 UTC",Latin America
IziDream vs Pats asleep,Six Invitational 2020 Europe Qualifiers,"Monday, Dec 16 2019, 19:30 UTC",Europe
neverXpected vs Falkol,Six Invitational 2020 Latin America Qualifiers,"Monday, Dec 16 2019, 22:00 UTC",Latin America
Fearow vs Elevate,Six Invitational 2020 Latin America Qualifiers,"Tuesday, Dec 17 2019, 0:00 UTC",Latin America
forZe vs IziDream,Six Invitational 2020 Europe Qualifiers,"Tuesday, Dec 17 2019, 17:00 UTC",Europe
PogChamp vs Gyrados and the MagiKarps,Six Invitational 2020 North America Qualifiers,"Wednesday, Dec 18 2019, 3:30 UTC",North America
Spacestation Gaming vs ex-Rise Nation,Six Invitational 2020 North America Qualifiers,"Wednesday, Dec 18 2019, 3:30 UTC",North America
INTZ e-Sports vs Falkol,Six Invitational 2020 Latin America Qualifiers,"Tuesday, Dec 17 2019, 0:00 UTC",Latin America
Ōkami vs Rat Pack,Six Invitational 2020 North America Qualifiers,"Wednesday, Dec 18 2019, 3:30 UTC",North America
Soniqs vs Tempo Storm,Six Invitational 2020 North America Qualifiers,"Wednesday, Dec 18 2019, 3:30 UTC",North America
Team Secret vs BDS Esport,Six Invitational 2020 Europe Qualifiers,"Wednesday, Dec 18 2019, 17:00 UTC",Europe
Chaos vs IziDream,Six Invitational 2020 Europe Qualifiers,"Wednesday, Dec 18 2019, 17:00 UTC",Europe
#APE vs Luminosity Gaming,Six Invitational 2020 North America Qualifiers,"Wednesday, Dec 18 2019, 3:30 UTC",North America
Evil Geniuses vs Katsu,Six Invitational 2020 North America Qualifiers,"Wednesday, Dec 18 2019, 3:30 UTC",North America
IziDream vs Chaos,Six Invitational 2020 Europe Qualifiers,"Wednesday, Dec 18 2019, 17:00 UTC",Europe
Chaos vs MnM Gaming,Six Invitational 2020 Europe Qualifiers,"Wednesday, Dec 18 2019, 19:30 UTC",Europe
G2 Esports vs MnM Gaming,Six Invitational 2020 Europe Qualifiers,"Wednesday, Dec 18 2019, 17:00 UTC",Europe
Spacestation Gaming vs Soniqs,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 1:00 UTC",North America
Luminosity Gaming vs PogChamp,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 1:00 UTC",North America
ex-Rise Nation vs ExG2.0,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 1:00 UTC",North America
Tempo Storm vs Rat Pack,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 1:00 UTC",North America
Tempo Storm vs ex-Rise Nation,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 3:30 UTC",North America
Katsu vs Luminosity Gaming,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 3:30 UTC",North America
Katsu vs Senshi,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 1:00 UTC",North America
BDS Esport vs MnM Gaming,Six Invitational 2020 Europe Qualifiers,"Thursday, Dec 19 2019, 17:00 UTC",Europe
Tempo Storm vs eUnited,Pro League Season 11 North America,"Tuesday, Jan 7 2020, 3:30 UTC",North America
Black Dragons vs Elevate,Pro League Season 11 Latin America,"Tuesday, Jan 7 2020, 22:00 UTC",Latin America
DarkZero Esports vs Spacestation Gaming,Pro League Season 11 North America,"Tuesday, Jan 7 2020, 4:45 UTC",North America
Ninjas In Pyjamas vs FaZe Clan,Pro League Season 11 Latin America,"Tuesday, Jan 7 2020, 23:15 UTC",Latin America
Team Reciprocity vs Team SoloMid,Pro League Season 11 North America,"Tuesday, Jan 7 2020, 2:15 UTC",North America
Team Liquid vs INTZ e-Sports,Pro League Season 11 Latin America,"Wednesday, Jan 8 2020, 0:30 UTC",Latin America
Evil Geniuses vs #APE,Six Invitational 2020 North America Qualifiers,"Thursday, Dec 19 2019, 1:00 UTC",North America
Team oNe Esports vs MIBR,Pro League Season 11 Latin America,"Wednesday, Jan 8 2020, 1:45 UTC",Latin America
Luminosity Gaming vs Evil Geniuses,Pro League Season 11 North America,"Tuesday, Jan 7 2020, 1:00 UTC",North America
Onyxian vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 8 2020, 8:00 UTC",Australia & New Zealand
Onyxian vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 8 2020, 9:00 UTC",Australia & New Zealand
Fnatic vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 8 2020, 10:00 UTC",Australia & New Zealand
Q-Confirm vs 200 Degrees,Pro League Season 11 South-East Asia,"Wednesday, Jan 8 2020, 11:00 UTC",South-East Asia
DetonatioN Gaming vs TakumiFestival,Pro League Season 11 Japan,"Wednesday, Jan 8 2020, 12:00 UTC",Japan
Fnatic vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 8 2020, 11:00 UTC",Australia & New Zealand
Q-Confirm vs 200 Degrees,Pro League Season 11 South-East Asia,"Wednesday, Jan 8 2020, 12:00 UTC",South-East Asia
SCARZ vs Axiomatic,Pro League Season 11 South Korea,"Wednesday, Jan 8 2020, 12:00 UTC",South Korea
Aerowolf vs Team1122,Pro League Season 11 South-East Asia,"Wednesday, Jan 8 2020, 13:00 UTC",South-East Asia
DetonatioN Gaming vs TakumiFestival,Pro League Season 11 Japan,"Wednesday, Jan 8 2020, 13:00 UTC",Japan
SCARZ vs Axiomatic,Pro League Season 11 South Korea,"Wednesday, Jan 8 2020, 11:00 UTC",South Korea
Aerowolf vs Team1122,Pro League Season 11 South-East Asia,"Wednesday, Jan 8 2020, 14:00 UTC",South-East Asia
FAV Gaming vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Wednesday, Jan 8 2020, 14:00 UTC",Japan
FAV Gaming vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Wednesday, Jan 8 2020, 15:00 UTC",Japan
BDS Esport vs Team Empire,Pro League Season 11 Europe,"Wednesday, Jan 8 2020, 18:00 UTC",Europe
MIBR vs INTZ e-Sports,Pro League Season 11 Latin America,"Thursday, Jan 9 2020, 22:00 UTC",Latin America
Team oNe Esports vs Team Liquid,Pro League Season 11 Latin America,"Thursday, Jan 9 2020, 23:15 UTC",Latin America
Natus Vincere vs Rogue,Pro League Season 11 Europe,"Wednesday, Jan 8 2020, 19:15 UTC",Europe
FaZe Clan vs Elevate,Pro League Season 11 Latin America,"Friday, Jan 10 2020, 0:30 UTC",Latin America
BDS Esport vs Team Vitality,Pro League Season 11 Europe,"Monday, Jan 13 2020, 18:00 UTC",Europe
Team Empire vs Rogue,Pro League Season 11 Europe,"Monday, Jan 13 2020, 19:15 UTC",Europe
Natus Vincere vs Chaos,Pro League Season 11 Europe,"Monday, Jan 13 2020, 21:45 UTC",Europe
Ninjas In Pyjamas vs Black Dragons,Pro League Season 11 Latin America,"Friday, Jan 10 2020, 1:45 UTC",Latin America
Team Reciprocity vs Spacestation Gaming,Pro League Season 11 North America,"Tuesday, Jan 14 2020, 2:15 UTC",North America
G2 Esports vs forZe,Pro League Season 11 Europe,"Monday, Jan 13 2020, 20:30 UTC",Europe
DarkZero Esports vs Tempo Storm,Pro League Season 11 North America,"Tuesday, Jan 14 2020, 1:00 UTC",North America
Evil Geniuses vs Team SoloMid,Pro League Season 11 North America,"Tuesday, Jan 14 2020, 4:45 UTC",North America
Luminosity Gaming vs eUnited,Pro League Season 11 North America,"Tuesday, Jan 14 2020, 3:30 UTC",North America
Elevate vs INTZ e-Sports,Pro League Season 11 Latin America,"Tuesday, Jan 14 2020, 22:00 UTC",Latin America
Team oNe Esports vs Ninjas In Pyjamas,Pro League Season 11 Latin America,"Tuesday, Jan 14 2020, 23:15 UTC",Latin America
Black Dragons vs FaZe Clan,Pro League Season 11 Latin America,"Wednesday, Jan 15 2020, 0:30 UTC",Latin America
MIBR vs Team Liquid,Pro League Season 11 Latin America,"Wednesday, Jan 15 2020, 1:45 UTC",Latin America
Wildcard Gaming vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 15 2020, 8:00 UTC",Australia & New Zealand
Xavier Esports vs Lese Esports,Pro League Season 11 South-East Asia,"Wednesday, Jan 15 2020, 11:00 UTC",South-East Asia
Cloud9 vs SCARZ,Pro League Season 11 South Korea,"Wednesday, Jan 15 2020, 11:00 UTC",South Korea
Wildcard Gaming vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 15 2020, 9:00 UTC",Australia & New Zealand
Fnatic vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 15 2020, 11:00 UTC",Australia & New Zealand
Fnatic vs HomeLess,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 16 2020, 9:00 UTC",Australia & New Zealand
Onyxian vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 16 2020, 10:00 UTC",Australia & New Zealand
Fnatic vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 15 2020, 10:00 UTC",Australia & New Zealand
Cloud9 vs Axiomatic,Pro League Season 11 South Korea,"Thursday, Jan 16 2020, 11:00 UTC",South Korea
Onyxian vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 16 2020, 11:00 UTC",Australia & New Zealand
200 Degrees vs Scrypt,Pro League Season 11 South-East Asia,"Thursday, Jan 16 2020, 11:00 UTC",South-East Asia
Cloud9 vs Axiomatic,Pro League Season 11 South Korea,"Thursday, Jan 16 2020, 11:00 UTC",South Korea
200 Degrees vs Scrypt,Pro League Season 11 South-East Asia,"Thursday, Jan 16 2020, 12:00 UTC",South-East Asia
Giants Gaming vs Valor eSports,Pro League Season 11 South-East Asia,"Thursday, Jan 16 2020, 13:00 UTC",South-East Asia
GUTS Gaming vs DetonatioN Gaming,Pro League Season 11 Japan,"Thursday, Jan 16 2020, 13:00 UTC",Japan
GUTS Gaming vs DetonatioN Gaming,Pro League Season 11 Japan,"Thursday, Jan 16 2020, 12:00 UTC",Japan
CYCLOPS athlete gaming vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Thursday, Jan 16 2020, 14:00 UTC",Japan
CYCLOPS athlete gaming vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Thursday, Jan 16 2020, 15:00 UTC",Japan
Team Liquid vs Elevate,Pro League Season 11 Latin America,"Thursday, Jan 16 2020, 22:00 UTC",Latin America
Giants Gaming vs Valor eSports,Pro League Season 11 South-East Asia,"Thursday, Jan 16 2020, 14:00 UTC",South-East Asia
Ninjas In Pyjamas vs MIBR,Pro League Season 11 Latin America,"Friday, Jan 17 2020, 1:45 UTC",Latin America
BDS Esport vs forZe,Pro League Season 11 Europe,"Monday, Jan 20 2020, 18:00 UTC",Europe
G2 Esports vs Natus Vincere,Pro League Season 11 Europe,"Monday, Jan 20 2020, 19:15 UTC",Europe
FaZe Clan vs Team oNe Esports,Pro League Season 11 Latin America,"Thursday, Jan 16 2020, 23:15 UTC",Latin America
Team Empire vs Chaos,Pro League Season 11 Europe,"Monday, Jan 20 2020, 20:30 UTC",Europe
Rogue vs Team Vitality,Pro League Season 11 Europe,"Monday, Jan 20 2020, 21:45 UTC",Europe
Spacestation Gaming vs eUnited,Pro League Season 11 North America,"Tuesday, Jan 21 2020, 1:00 UTC",North America
Team Reciprocity vs Tempo Storm,Pro League Season 11 North America,"Thursday, Jan 23 2020, 4:45 UTC",North America
INTZ e-Sports vs Black Dragons,Pro League Season 11 Latin America,"Friday, Jan 17 2020, 0:30 UTC",Latin America
Fnatic vs Fury,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 23 2020, 8:00 UTC",Australia & New Zealand
DarkZero Esports vs Evil Geniuses,Pro League Season 11 North America,"Tuesday, Jan 21 2020, 2:15 UTC",North America
Fnatic vs Fury,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 23 2020, 9:00 UTC",Australia & New Zealand
Q-Confirm vs Lese Esports,Pro League Season 11 South-East Asia,"Thursday, Jan 23 2020, 12:00 UTC",South-East Asia
Wildcard Gaming vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 23 2020, 11:00 UTC",Australia & New Zealand
Wildcard Gaming vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 23 2020, 10:00 UTC",Australia & New Zealand
Xavier Esports vs Valor eSports,Pro League Season 11 South-East Asia,"Thursday, Jan 23 2020, 13:00 UTC",South-East Asia
NORA-Rengo vs TakumiFestival,Pro League Season 11 Japan,"Thursday, Jan 23 2020, 12:00 UTC",Japan
NORA-Rengo vs TakumiFestival,Pro League Season 11 Japan,"Thursday, Jan 23 2020, 13:00 UTC",Japan
Q-Confirm vs Lese Esports,Pro League Season 11 South-East Asia,"Thursday, Jan 23 2020, 11:00 UTC",South-East Asia
CYCLOPS athlete gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Thursday, Jan 23 2020, 15:00 UTC",Japan
Black Dragons vs Team oNe Esports,Pro League Season 11 Latin America,"Thursday, Jan 23 2020, 22:00 UTC",Latin America
Xavier Esports vs Valor eSports,Pro League Season 11 South-East Asia,"Thursday, Jan 23 2020, 14:00 UTC",South-East Asia
TBD vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 29 2020, 10:00 UTC",Australia & New Zealand
Valor eSports vs Team1122,Pro League Season 11 South-East Asia,"Wednesday, Jan 29 2020, 11:00 UTC",South-East Asia
TBD vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 29 2020, 11:00 UTC",Australia & New Zealand
CYCLOPS athlete gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Thursday, Jan 23 2020, 14:00 UTC",Japan
Valor eSports vs Team1122,Pro League Season 11 South-East Asia,"Wednesday, Jan 29 2020, 12:00 UTC",South-East Asia
SCARZ vs Axiomatic,Pro League Season 11 South Korea,"Wednesday, Jan 29 2020, 11:00 UTC",South Korea
CYCLOPS athlete gaming vs FAV Gaming,Pro League Season 11 Japan,"Wednesday, Jan 29 2020, 12:00 UTC",Japan
SCARZ vs Axiomatic,Pro League Season 11 South Korea,"Wednesday, Jan 29 2020, 12:00 UTC",South Korea
Lese Esports vs 200 Degrees,Pro League Season 11 South-East Asia,"Wednesday, Jan 29 2020, 13:00 UTC",South-East Asia
CYCLOPS athlete gaming vs FAV Gaming,Pro League Season 11 Japan,"Wednesday, Jan 29 2020, 13:00 UTC",Japan
Lese Esports vs 200 Degrees,Pro League Season 11 South-East Asia,"Wednesday, Jan 29 2020, 14:00 UTC",South-East Asia
NORA-Rengo vs DetonatioN Gaming,Pro League Season 11 Japan,"Wednesday, Jan 29 2020, 14:00 UTC",Japan
NORA-Rengo vs DetonatioN Gaming,Pro League Season 11 Japan,"Wednesday, Jan 29 2020, 15:00 UTC",Japan
Onyxian vs HomeLess,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 30 2020, 8:00 UTC",Australia & New Zealand
TBD vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 30 2020, 10:00 UTC",Australia & New Zealand
Giants Gaming vs Xavier Esports,Pro League Season 11 South-East Asia,"Thursday, Jan 30 2020, 11:00 UTC",South-East Asia
Onyxian vs HomeLess,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 30 2020, 9:00 UTC",Australia & New Zealand
YOSHIMOTO Gaming Lamy vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Thursday, Jan 30 2020, 12:00 UTC",Japan
Giants Gaming vs Xavier Esports,Pro League Season 11 South-East Asia,"Thursday, Jan 30 2020, 12:00 UTC",South-East Asia
TBD vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 30 2020, 11:00 UTC",Australia & New Zealand
Q-Confirm vs Scrypt,Pro League Season 11 South-East Asia,"Thursday, Jan 30 2020, 13:00 UTC",South-East Asia
YOSHIMOTO Gaming Lamy vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Thursday, Jan 30 2020, 13:00 UTC",Japan
GUTS Gaming vs TakumiFestival,Pro League Season 11 Japan,"Thursday, Jan 30 2020, 14:00 UTC",Japan
Q-Confirm vs Scrypt,Pro League Season 11 South-East Asia,"Thursday, Jan 30 2020, 14:00 UTC",South-East Asia
Team Reciprocity vs BDS Esport,Six Invitational 2020,"Sunday, Feb 9 2020, 18:00 UTC","LAN,"
Team SoloMid vs Natus Vincere,Six Invitational 2020,"Sunday, Feb 9 2020, 15:00 UTC","LAN,"
MIBR vs Team Liquid,Six Invitational 2020,"Monday, Feb 10 2020, 0:00 UTC","LAN,"
DarkZero Esports vs BDS Esport,Six Invitational 2020,"Tuesday, Feb 11 2020, 15:00 UTC","LAN,"
Team Empire vs Fnatic,Six Invitational 2020,"Sunday, Feb 9 2020, 21:00 UTC","LAN,"
Ninjas In Pyjamas vs Team SoloMid,Six Invitational 2020,"Tuesday, Feb 11 2020, 18:00 UTC","LAN,"
Spacestation Gaming vs MIBR,Six Invitational 2020,"Wednesday, Feb 12 2020, 0:00 UTC","LAN,"
Spacestation Gaming vs DarkZero Esports,Six Invitational 2020,"Wednesday, Feb 12 2020, 18:00 UTC","LAN,"
BDS Esport vs MIBR,Six Invitational 2020,"Thursday, Feb 13 2020, 0:00 UTC","LAN,"
Fnatic vs BDS Esport,Six Invitational 2020,"Friday, Feb 14 2020, 17:00 UTC","LAN,"
DarkZero Esports vs Ninjas In Pyjamas,Six Invitational 2020,"Friday, Feb 14 2020, 22:00 UTC","LAN,"
